archivo,variable,etiqueta,tipo,formato,ancho,decimales,rango_min,rango_max,categorias,pregunta_literal,universo,instrucciones,url,notas
F263,P7510S7A1,Valor,Continua,Numérico,8,0,,,,"4. Durante los últimos doce meses recibió: f. Dinero de otras fuentes diferentes a las anteriores (ingresos por ganancias en juegos de azar, chances, loterias, indemnizaciones, liquidaciones, venta de propiedades, acciones, vehículos, etc.) Valor $ ___________","La población civil no institucional, residente en todo el territorio nacional; para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 2f.(P7510S7)","Se responde solo si marcó 1 (Sí) en 2f (P7510S7). Capta ingresos no laborales no reembolsables de los últimos doce meses (juegos de azar, indemnizaciones, liquidaciones, venta de propiedades, etc.).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F263/V13734,
F259,P6426,"¿cuanto tiempo lleva ... Trabajando en esta empresa, negocio, industria, oficina, firma o finca de manera continua?",Continua,Numérico,3,0,0,720,,"11. ¿Cuanto tiempo lleva ... trabajando en esta empresa, negocio, industria, oficina, firma o finca de manera continua? si es menos de un mes escriba 000 Meses ________","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si no sabe el número de meses escriba 999; menos de un mes 000; más de 999 meses 998. Notas para independientes, contratistas, empleados del Estado y asalariados: las interrupciones temporales no rompen la continuidad en la empresa.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13449,
F259,P6500,Antes de descuentos ¿cuánto ganó ... El mes pasado en este empleo?,Continua,Numérico,8,0,100,25000000,,14. Antes de descuentos ¿cuánto ganó .... el mes pasado en este empleo? Valor mensual $_______________________ (incluya propinas y comisiones y excluya viáticos y pagos en especie),"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","00 = no recibió salario en dinero; 98 = recibió pero no sabe el monto; 99 = no sabe si recibió. Ingreso mensual del empleo principal de asalariados, total sin deducciones; incluye propinas y comisiones; excluye subsidios, viáticos y pagos en especie.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13454,
F259,P6510,El mes pasado recibió ingresos por concepto de horas extras?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",15. El mes pasado recibió ingresos por concepto de horas extras?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Capta ingresos por horas extras. Si marca 1 (Sí), indagar el valor recibido el mes pasado y si lo incluyó en los ingresos declarados en la pregunta 14. Si no sabe el valor recibido, escriba 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13455,
F259,P6510S1,¿cuánto recibió?,Continua,Numérico,7,0,12,2000000,,15. El mes pasado recibió ingresos por concepto de horas extras? 1. Sí a. ¿cuánto recibió? $ ___________________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si), en la pregunta 15(P6510) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 15 (P6510). Si el encuestado no sabe cuál fue el valor recibido el mes pasado por este concepto, escriba 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13456,
F259,P6510S2,¿incluyó este valor en los ingresos del mes pasado $__ que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,15. El mes pasado recibió ingresos por concepto de horas extras? b. ¿Incluyó este valor en los ingresos del mes pasado ($____ ) que me declaró anteriormente?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si), en la pregunta 15(P6510) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 15 (P6510) del capítulo I. Ocupados. Si el encuestado no sabe el valor recibido el mes pasado por este concepto, escriba 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13457,
F259,P6590,"Además del salario en dinero, ¿el mes pasado recibió alimentos como parte de pago por su trabajo?",Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa","16. Además del salario en dinero, ¿el mes pasado recibió alimentos como parte de pago por su trabajo?","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si marca 1 (Sí), el valor debe venir diligenciado, distinto de 00 y 99; si recibió pero no sabe estimar el monto, escriba 98. Los ingresos en especie aquí se refieren solo a alimentación y vivienda. Las empleadas domésticas deben traer alternativa 1 y el valor estimado de la alimentación.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13458,
F259,P6590S1,"¿en cuánto estima lo que recibió el mes pasado? (si recibió pero no sabe estimar el monto, escriba 98)",Continua,Numérico,7,0,144,1148000,,"16. Además del salario en dinero, ¿el mes pasado recibió alimentos como parte de pago por su trabajo? 1. Sí a. ¿En cuánto estima lo que recibió? $_____________","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 16(P6590) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 16 (P6590). El valor debe venir diligenciado, distinto de 00 y 99; si recibió pero no sabe estimar el monto, escriba 98. Objeto: saber si además del ingreso monetario recibió alimentos como parte de pago.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13459,
F259,P6600,"Además del salario en dinero, ¿el mes pasado recibió vivienda como parte de pago por su trabajo?",Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa","17. Además del salario en dinero, ¿el mes pasado recibió vivienda como parte de pago por su trabajo?","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe estimar el monto, escriba 98. Si marca 1 (Sí), indagar el valor estimado, que debe ser distinto de 00 y 99. Se considera que recibió vivienda cuando la empresa se la asigna en forma gratuita o por un pago simbólico.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13460,
F259,P6600S1,"¿en cuánto estima lo que recibió el mes pasado? (si recibió pero no sabe estimar el monto, escriba 98)",Continua,Numérico,7,0,8000,1050000,,"17. Además del salario en dinero, ¿el mes pasado recibió vivienda como parte de pago por su trabajo? 1. Sí. a. ¿En cuánto estima lo que recibió? $_______________","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 17(P6600) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 17 (P6600). Vivienda como pago: la empresa la asigna gratis o por pago simbólico. El valor debe venir diligenciado, distinto de 00 y 99; si no sabe estimar el monto, escriba 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13461,
F259,P6610,¿normalmente ... Utiliza transporte de la empresa para desplazarse a su trabajo (bus o automóvil)?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",18. ¿Normalmente... utiliza transporte de la empresa para desplazarse a su trabajo (bus o automóvil)?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe estimar el monto, escriba 98. Si marca 1 (Sí), indagar el valor estimado (distinto de 00 y 99): lo que tendría que pagar por transporte si no tuviera el servicio de la empresa (carro asignado, buses, vehículo o moto permanente).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13462,
F259,P6610S1,"¿en cuánto estima lo que recibió el mes pasado? (si recibió pero no sabe estimar el monto, escriba 98)",Continua,Numérico,7,0,98,2000000,,18. ¿Normalmente... utiliza transporte de la empresa para desplazarse a su trabajo (bus o automóvil)? 1. Sí a. ¿En cuánto estima lo que recibió? $_______________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 18(P6610) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 18 (P6610). Si recibió pero no sabe estimar el monto, escriba 98. Indagar el valor estimado de lo que pagaría por transporte si no tuviera el servicio de la empresa.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13463,
F259,P6620,"Además del salario en dinero, ¿el mes pasado... Recibió otros ingresos en especie por su trabajo (electrodomésticos, ropa, productos diferentes a alimentos o bonos tipo sodexho)?",Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa","19. Además del salario en dinero, ¿el mes pasado... recibió otros ingresos en especie por su trabajo(electrodomésticos, ropa, productos diferentes a alimentos o bonos tipo Sodexho)? 1 Sí 2 No 9 No sabe, no informa","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe estimar el monto, escriba 98. Capta todos los ingresos en especie diferentes a alimentos, vivienda y transporte. Si marca 1 (Sí), indagar el valor estimado de lo recibido.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13464,
F259,P6620S1,"¿en cuánto estima lo que recibió el mes pasado? (si recibió pero no sabe estimar el monto, escriba 98)",Continua,Numérico,7,0,98,1500000,,"19. Además del salario en dinero, ¿el mes pasado... recibió otros ingresos en especie por su trabajo(electrodomésticos, ropa, productos diferentes a alimentos o bonos tipo Sodexho)? 1. Sí a. ¿En cuánto estima lo que recibió? $_______________","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 19(P6620) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 19 (P6620). Si recibió pero no sabe estimar el monto, escriba 98. Si marca 1, indagar el valor estimado de lo recibido.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13465,
F259,P6585S1,Auxilio o subsidio de alimentación?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: a. Auxilio o subsidio de alimentación?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (Sí), registrar el valor recibido e indagar si lo incluyó en la pregunta 14. Solo cuentan subsidios en dinero, no en especie. Empleados del gobierno con 1-2 SMMLV tienen auxilio de transporte y alimentación. Solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13466,
F259,P6585S1A1,"¿cuánto? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,7,0,98,406000,,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: a. Auxilio o subsidio de alimentación? a. ¿cuánto? $____________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20a.(P6585S1) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en la pregunta 20a (P6585S1). Si recibió pero no sabe el monto, escriba 98. Solo se contabilizan subsidios recibidos en dinero, no en especie. Ingresos referidos solo al empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13467,
F259,P6585S1A2,¿incluyo este valor en los ingresos del mes pasado que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: a. Auxilio o subsidio de alimentación? b. ¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente? 1 Sí 2 No,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20a.(P6585S1) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20a (P6585S1). Si recibió pero no sabe el monto, escriba 98. Si marca 1 en cualquier subsidio, registrar el valor e indagar si lo incluyó en la pregunta 14. Solo subsidios en dinero; solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13468,
F259,P6585S2,Auxilio o subsidio de transporte?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: b. Auxilio o subsidio de transporte?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Objeto: conocer dineros por subsidios de los asalariados. Si marca 1 (Sí), registrar el valor recibido e indagar si lo incluyó en la pregunta 14. Solo subsidios en dinero; empleados del gobierno con 1-2 SMMLV tienen auxilio de transporte.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13469,
F259,P6585S2A1,"¿cuánto? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,7,0,98,820000,,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: b. Auxilio o subsidio de transporte? a. ¿cuánto? $____________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20b.(P6585S2) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20b (P6585S2). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido e indagar si lo incluyó en la pregunta 14. Solo subsidios en dinero, no en especie; solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13470,La etiqueta aparece duplicada en el encabezado de la página (el texto se repite dos veces).
F259,P6585S2A2,¿incluyo este valor en los ingresos del mes pasado que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: b. Auxilio o subsidio de transporte? b. ¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente? 1 Sí 2 No,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20b. (P6585S2) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20b (P6585S2). Solo se contabilizan subsidios en dinero, no en especie. Umbrales de ingreso para auxilio de transporte y alimentación de empleados del gobierno. Solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13471,
F259,P6585S3,Subsidio familiar?,Discreta,Numérico,1,0,1,9,"1=Si; 2=No; 9=No sabe, no informa",20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: c. Subsidio Familiar?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (Sí), registrar el valor recibido e indagar si lo incluyó en la pregunta 14. Solo se contabilizan subsidios en dinero, no en especie (p. ej. el subsidio familiar). Solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13472,
F259,P6585S3A1,"¿cuánto? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,6,0,98,600000,,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: c. Subsidio Familiar? a. ¿cuánto? $____________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20c.(P6585S3) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20c (P6585S3). Si recibió pero no sabe el monto, escriba 98. Objeto: conocer dineros por subsidios de los asalariados. Solo subsidios en dinero; solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13473,
F259,P6585S3A2,¿incluyo este valor en los ingresos del mes pasado que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: c. Subsidio Familiar? b. ¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente? 1 Sí 2 No,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20c.(P6585S3) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20c (P6585S3). Solo cuentan subsidios en dinero, no en especie. Empleados del gobierno con 1-2 SMMLV: auxilio de transporte y alimentación; hasta $950.804: subsidio de alimentación. Solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13474,
F259,P6585S4,Subsidio educativo?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: d. Subsidio Educativo?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido e indagar si lo incluyó en la pregunta 14 del capítulo I. Ocupados. Solo se contabilizan subsidios recibidos en dinero, no en especie.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13475,
F259,P6585S4A1,"¿cuánto recibió? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,8,0,98,4500000,,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: d. Subsidio Educativo? a. ¿cuánto? $____________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20d.(P6585S4) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20d (P6585S4). Si recibió pero no sabe el monto, escriba 98. Registrar el valor e indagar si lo incluyó en la pregunta 14. Solo subsidios en dinero, no en especie; reglas para empleados del gobierno; solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13476,
F259,P6585S4A2,¿incluyo este valor en los ingresos del mes pasado que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,20. ¿Cuál o cuáles de los siguientes subsidios recibió ... el mes pasado: d. Subsidio Educativo? b. ¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 20d.(P6585S4) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 20d (P6585S4) del capítulo I. Ocupados. Si recibió pero no sabe el monto, escriba 98. Objeto: conocer dineros por subsidios de los asalariados. Solo subsidios en dinero; solo empleo principal.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13477,
F259,P6545,"Primas(técnica, de antigüedad, clima, orden público, otras , etc)",Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa","21. El mes pasado recibió ...: a. Primas? (técnica, de antigüedad, clima, orden público, otras, etc.) 1 Sí 2 No 9 No sabe, no informa","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe estimar el monto, escriba 98. Si marca 1 (SI), registrar el valor por cada concepto e indagar si lo incluyó en la pregunta 14 del capítulo I. Ocupados. A quien no sabe especificar el monto de primas o bonificaciones no se le calcula: código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13478,
F259,P6545S1,¿cuánto?,Continua,Numérico,7,0,98,7000000,,"21. El mes pasado recibió ...: a. Primas? (técnica, de antigüedad, clima, orden público, otras, etc.) a. ¿cuánto? $____________","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 21a.(P6545) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 21a (P6545). Si recibió pero no sabe estimar el monto, escriba 98; a quien no sabe especificar el monto de primas o bonificaciones no se le calcula el valor, se asigna código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13479,
F259,P6545S2,¿incluyo esta valor en los ingresos del mes pasado que me declaro anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,"21. El mes pasado recibió ...: a. Primas? (técnica, de antigüedad, clima, orden público, otras, etc.) b. ¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente?","El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 21a.(P6545) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 21a (P6545) del capítulo I. Ocupados. Si recibió pero no sabe estimar el monto, escriba 98; no se calcula el valor para quien no sabe especificarlo (código 98).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13480,
F259,P6580,El mes pasado recibió ... Bonificaciones mensuales?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",21. El mes pasado recibió ...: b. Algún tipo de bonificación de carácter mensual?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe estimar el monto, escriba 98. Si marca 1 (SI), registrar el valor por cada concepto e indagar si lo incluyó en la pregunta 14 del capítulo I. Ocupados. A quien no sabe especificar el monto de primas o bonificaciones no se le calcula: código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13481,
F259,P6580S1,¿cuánto recibió el mes pasado?,Continua,Numérico,7,0,98,5000000,,21. El mes pasado recibió ...: b. Algún tipo de bonificación de carácter mensual? a. ¿cuánto? $____________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 21b.(P6580) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 21b (P6580). Si recibió pero no sabe estimar el monto, escriba 98. Registrar el valor recibido por cada concepto e indagar si lo incluyó en la pregunta 14 del capítulo I. Ocupados.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13482,
F259,P6580S2,¿incluyó este valor en los ingresos del mes pasado que me declaró anteriormente?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,¿Incluyó este valor en los ingresos del mes pasado ($ ____) que me declaró anteriormente?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Si) en la pregunta 21b.(P6580) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 21b (P6580). Si marca 1, registrar el valor recibido por cada concepto e indagar si lo incluyó o no en la pregunta 14.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13483,
F259,P6630S1,Prima de servicios?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,22. En los últimos 12 meses recibió: a. Prima de servicios?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13484,
F259,P6630S1A1,"¿cuánto recibió? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,8,0,98,70000000,,22. En los últimos 12 meses recibió: a. Prima de servicios? a. ¿cuánto recibió? $___________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 22a(P6630S1) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 22a (P6630S1). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13485,
F259,P6630S2,Prima de navidad?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,22. En los últimos 12 meses recibió: b. Prima de navidad? 1 Sí 2 No,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13486,
F259,P6630S2A1,"¿cuánto recibió? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,8,0,98,17800000,,22. En los últimos 12 meses recibió: b. Prima de navidad? a. ¿cuánto recibió? $___________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 22b.","Se responde solo si marcó 1 (Sí) en 22b (P6630S2). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13487,
